@relation SelectedFeatures_excel

@attribute C {C1,C2,C3,C4,C5,C6,C7,C8}
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric

@data
C6,0.085387,0.346923,0.29782,0.046221,0.264224,0.238537,0.229788,0.394369,0.106238,0.085387,0.308792,0.384668,0.327076,0.067081,0.346527,0.21053,0.086992,0.060018,0.109659,0.310214,0.845357,0.035476,0.017468,0.000001,0.001091,0.000115,0.403694,0.001349,0.403694,0.001349,0.047562,0.317684,0.147181,0.204121,0.134762,0.133511,0.044571,0.167606,0.134749,0.023354,0.212963,0.036264,0.331734,0.034491,0.057581,0.13284,0.112142,0.007784,0.212528,0.19865,0.2159,0.069905,0.900284,0.211313,0.927346,0.115557,0.284459,0.263672
C6,0.104477,0.30898,0.195157,0.049233,0.202243,0.163244,0.340434,0.108065,0.091518,0.104477,0.27483,0.298505,0.38666,0.070029,0.200701,0.100952,0.205785,0.068687,0.137825,0.230669,0.87478,0.398195,0.0214,0.000017,0.000025,0.000032,0.458329,0.013772,0.458329,0.013772,0.036528,0.128308,0.094148,0.181302,0.144231,0.095713,0.036172,0.269218,0.104079,0.024614,0.354532,0.035371,0.14772,0.053795,0.096431,0.144991,0.136495,0.020694,0.132898,0.341547,0.225638,0.101897,0.725678,0.218923,0.918453,0.244753,0.245128,0.46241
C6,0.088834,0.463932,0.073126,0.104648,0.344647,0.202983,0.291371,0.396573,0.117474,0.088834,0.367122,0.18488,0.534647,0.038899,0.09685,0.049064,0.148058,0.068259,0.177032,0.191649,0.93587,0.341856,0.017198,0.000096,0.000412,0.00004,0.443848,0.101279,0.443848,0.101279,0.047069,0.196388,0.125645,0.228059,0.19064,0.143554,0.073214,0.160439,0.127671,0.044119,0.167422,0.097397,0.160005,0.061861,0.113334,0.217184,0.062413,0.031322,0.202021,0.374852,0.190483,0.142364,0.805993,0.170057,0.956774,0.192568,0.264333,0.35118
C6,0.10108,0.174287,0.308389,0.01562,0.08589,0.218651,0.252907,0.12118,0.110915,0.10108,0.151198,0.449955,0.172424,0.098734,0.313752,0.221783,0.060052,0.068071,0.122207,0.36105,0.870572,0.422168,0.011924,0.000016,0.000021,0.000006,0.491417,0.028448,0.491417,0.028448,0.028804,0.162162,0.085651,0.196523,0.165523,0.109977,0.050028,0.225797,0.077051,0.026215,0.138474,0.036557,0.14701,0.052559,0.117508,0.125297,0.068116,0.022688,0.123015,0.26998,0.196945,0.177998,0.841197,0.134261,0.969086,0.162165,0.067233,0.336185
C6,0.114337,0.412829,0.171821,0.110302,0.295547,0.258147,0.323753,0.490025,0.157775,0.114337,0.334577,0.326315,0.410494,0.084528,0.194807,0.160924,0.052619,0.076055,0.147346,0.24507,0.774198,0.195887,0.022038,0.000055,0.000724,0.000038,0.417638,0.039943,0.417638,0.039943,0.072207,0.321884,0.16199,0.242348,0.209244,0.188932,0.086478,0.145409,0.207177,0.049123,0.30323,0.101763,0.260512,0.082914,0.115664,0.208319,0.13877,0.032258,0.366265,0.235296,0.20124,0.111008,0.752976,0.220396,0.857886,0.227479,0.414516,0.427822
C6,0.131799,0.131373,0.256755,0.056975,0.228265,0.210543,0.235889,0.215317,0.099772,0.131799,0.29224,0.33026,0.281093,0.076543,0.179284,0.181518,0.143408,0.001028,0.138461,0.19771,0.767438,0.469462,0.024305,0.000005,0.000326,0.000002,0.437226,0.002959,0.437226,0.002959,0.076151,0.245991,0.15409,0.374847,0.268718,0.211132,0.102333,0.405856,0.248363,0.072194,0.305983,0.093927,0.39201,0.13075,0.239569,0.2626,0.207707,0.068255,0.266312,0.74186,0.252862,0.282376,0.523056,0.299371,0.811508,0.363523,0.409937,0.645378
C6,0.135817,0.326972,0.258215,0.059074,0.173013,0.212333,0.336363,0.232374,0.111348,0.135817,0.269463,0.340849,0.417325,0.079258,0.180143,0.186032,0.393702,0.096837,0.152989,0.243181,0.791014,0.464737,0.026541,0.000003,0.000383,0.000033,0.459382,0.00141,0.459382,0.00141,0.053308,0.199758,0.108802,0.234381,0.179696,0.170067,0.091511,0.414193,0.180178,0.054246,0.255414,0.079408,0.268383,0.119434,0.225321,0.246787,0.135933,0.065942,0.248572,0.532366,0.256143,0.3767,0.420376,0.350242,0.846071,0.4227,0.466319,0.699171
C6,0.162402,0.514588,0.279101,0.058795,0.244591,0.11243,0.416937,0.236368,0.046698,0.162402,0.321127,0.577173,0.526711,0.100998,0.298112,0.200681,0.275938,0.087894,0.166115,0.262495,0.792442,0.426896,0.041096,0.000012,0.000325,0.000056,0.368833,0.002951,0.368833,0.002951,0.061769,0.162031,0.121719,0.256016,0.169759,0.127167,0.060926,0.335534,0.205265,0.042546,0.182854,0.053634,0.203411,0.106059,0.202316,0.247961,0.194153,0.053361,0.302946,0.693786,0.260017,0.307557,0.543268,0.390682,0.780898,0.387507,0.262739,0.526729
C6,0.084162,0.342273,0.319991,0.044649,0.173472,0.195971,0.335353,0.091077,0.11511,0.084162,0.262714,0.373861,0.302684,0.076771,0.350272,0.165661,0.138997,0.043313,0.090449,0.409632,0.791094,0.369833,0.01211,0.000007,0.000051,0.000022,0.428136,0.011781,0.428136,0.011781,0.030854,0.133941,0.057595,0.147156,0.097918,0.095194,0.062288,0.175982,0.119896,0.0254,0.129652,0.060414,0.12511,0.059187,0.254239,0.354707,0.120765,0.047949,0.186259,0.406795,0.178378,0.489695,0.404909,0.306033,0.863558,0.47251,0.19518,0.613976
C6,0.172025,0.310805,0.311153,0.142474,0.329641,0.251455,0.371453,0.19025,0.17621,0.172025,0.336871,0.378518,0.367221,0.144725,0.252399,0.28703,0.150378,0.081777,0.166773,0.306726,0.664979,0.431627,0.031266,0.000001,0.000123,0.000016,0.366619,0.000432,0.366619,0.000432,0.085056,0.194201,0.143652,0.249123,0.21809,0.257357,0.169308,0.330316,0.158887,0.106872,0.255654,0.164858,0.214896,0.184543,0.380817,0.39262,0.200745,0.122607,0.158171,0.597734,0.272309,0.399516,0.443827,0.320948,0.885668,0.401475,0.316977,0.706413
C6,0.175164,0.316728,0.273395,0.122304,0.312679,0.236245,0.388212,0.391737,0.168106,0.175164,0.381324,0.383329,0.390032,0.110207,0.257865,0.200214,0.291731,0.102885,0.15892,0.306008,0.770752,0.022818,0.028888,0.000006,0.001417,0.000139,0.434078,0.002882,0.434078,0.002882,0.06318,0.234693,0.121795,0.202539,0.163152,0.157132,0.105113,0.201976,0.143133,0.077751,0.223441,0.116339,0.301347,0.158788,0.30963,0.360813,0.068417,0.103423,0.203912,0.448391,0.193941,0.341661,0.462584,0.287653,0.899226,0.347902,0.504102,0.79838
C6,0.096672,0.360265,0.180932,0.075037,0.226754,0.167638,0.422471,0.176462,0.100932,0.096672,0.302868,0.310205,0.396787,0.060958,0.166276,0.131125,0.056951,0.03795,0.076866,0.287004,0.846197,0.00354,0.012388,0.000004,0.000031,0.000004,0.386215,0.006009,0.386215,0.006009,0.029883,0.192713,0.069545,0.140928,0.097728,0.094067,0.044221,0.190378,0.151462,0.02026,0.102907,0.039148,0.225423,0.036774,0.202893,0.221401,0.070325,0.024534,0.240288,0.394414,0.11061,0.236243,0.652044,0.308728,0.900005,0.276599,0.308111,0.590285
C6,0.05969,0.37885,0.298023,0.026207,0.158143,0.184183,0.313528,0.124494,0.096859,0.05969,0.35013,0.37965,0.325759,0.055573,0.361586,0.140647,0.036715,0.019549,0.016949,0.434209,0.612015,0.205263,0.00276,0,0.000001,0,0.356052,0.000228,0.356052,0.000228,0.035585,0.138106,0.065131,0.220472,0.150781,0.163557,0.100143,0.1664,0.102815,0.032829,0.128944,0.101802,0.129041,0.041756,0.236426,0.318081,0.161011,0.036836,0.159972,0.453123,0.188583,0.559195,0.338133,0.396845,0.902846,0.495993,0.108564,0.680619
C6,0.121101,0.473857,0.206453,0.10004,0.264321,0.170794,0.46992,0.149717,0.095079,0.121101,0.360158,0.336371,0.495376,0.071036,0.215167,0.148148,0.17335,0.05056,0.083675,0.300741,0.799286,0.275808,0.010152,0.000004,0.000017,0.000015,0.393072,0.008207,0.393072,0.008207,0.041429,0.16752,0.082504,0.096119,0.058462,0.060252,0.022918,0.130023,0.155738,0.013428,0.170636,0.022742,0.171079,0.056887,0.122307,0.209562,0.246914,0.024021,0.292938,0.391231,0.220479,0.243535,0.487523,0.429624,0.779549,0.375823,0.205925,0.686846
C6,0.122442,0.484296,0.186446,0.13519,0.347813,0.280368,0.491343,0.328135,0.167812,0.122442,0.411395,0.227095,0.508931,0.081879,0.199297,0.143296,0.229476,0.034918,0.099881,0.373789,0.846505,0.351293,0.007366,0.000014,0.000122,0.000009,0.384092,0.037199,0.384092,0.037199,0.036895,0.139646,0.073642,0.115202,0.065343,0.100364,0.05062,0.123161,0.103494,0.024412,0.211326,0.056455,0.104669,0.049221,0.157001,0.315461,0.157848,0.030373,0.156038,0.312193,0.171024,0.283743,0.465893,0.455857,0.895794,0.331803,0.223473,0.829756
C6,0.121728,0.330474,0.376727,0.08973,0.257159,0.299951,0.449301,0.409847,0.172516,0.121728,0.306401,0.396929,0.40207,0.092364,0.374515,0.221404,0.271277,0.045814,0.07673,0.379602,0.818298,0.098197,0.010822,0.000002,0.000036,0.000007,0.376062,0.002824,0.376062,0.002824,0.041213,0.218514,0.086593,0.265801,0.176503,0.15838,0.094198,0.198326,0.059197,0.045809,0.129902,0.087361,0.111293,0.082325,0.268509,0.314087,0.039826,0.054298,0.120356,0.323561,0.125279,0.337834,0.529218,0.315498,0.981845,0.387361,0.253069,0.563288
C6,0.169886,0.430688,0.30734,0.076289,0.202903,0.179745,0.485859,0.345898,0.124853,0.169886,0.292735,0.517215,0.452008,0.140178,0.365107,0.228277,0.112152,0.064353,0.114981,0.407683,0.948902,0.022818,0.018557,0.000027,0.000251,0.000062,0.464001,0.026132,0.464001,0.026132,0.027191,0.031814,0.090827,0.34121,0.293916,0.232362,0.140102,0.131778,0.026648,0.071591,0.337434,0.122904,0.020071,0.14554,0.40914,0.405452,0.12742,0.107838,0.199121,0.334303,0.05862,0.441571,0.946193,0.430818,0.332841,0.076046,0.679601,0.217511
C6,0.127987,0.404291,0.290727,0.103618,0.307649,0.213849,0.441096,0.07931,0.105382,0.127987,0.460349,0.305719,0.454521,0.094199,0.27493,0.156842,0.153016,0.04662,0.093536,0.356019,0.736849,0.398536,0.010063,0.000008,0.000063,0.000016,0.412362,0.015914,0.412362,0.015914,0.046829,0.117813,0.078152,0.3069,0.236835,0.185422,0.125496,0.148948,0.151895,0.054513,0.196271,0.127139,0.184812,0.077804,0.281458,0.366944,0.197268,0.064597,0.224792,0.703751,0.204566,0.584995,0.345533,0.337927,0.864458,0.537875,0.250959,0.580995
C6,0.121871,0.418762,0.365715,0.094803,0.245204,0.288526,0.443109,0.328269,0.157182,0.121871,0.298195,0.495278,0.438083,0.13565,0.385543,0.233192,0.111544,0.033821,0.060047,0.474119,0.814183,0.014744,0.009212,0.000001,0.000093,0.000014,0.401589,0.001542,0.401589,0.001542,0.033935,0.185998,0.059933,0.163826,0.104268,0.09722,0.06281,0.139693,0.162538,0.027709,0.077909,0.065513,0.144812,0.06031,0.223776,0.380703,0.084556,0.045465,0.310521,0.418283,0.077305,0.496719,0.39199,0.403257,0.93779,0.450941,0.177507,0.685684
C6,0.081592,0.304864,0.257512,0.044346,0.155524,0.16392,0.46353,0.179668,0.090457,0.081592,0.26135,0.367512,0.327682,0.07295,0.222628,0.133073,0.032852,0.024312,0.030454,0.418663,0.862245,0.351287,0.0041,0,0.000005,0.000001,0.423828,0.001774,0.423828,0.001774,0.014599,0.133228,0.037716,0.086466,0.038408,0.030516,0.010862,0.173637,0.110796,0.000003,0.088159,0.001559,0.083448,0.015236,0.12314,0.213796,0.102786,0.010003,0.195444,0.315074,0.17618,0.323071,0.574722,0.332287,0.914989,0.261467,0.070604,0.82133
C7,0.485247,0.031451,0.298022,0.270509,0.272248,0.249548,0.386659,0.556739,0.268817,0.485247,0.114949,0.364953,0.038024,0.495998,0.187201,0.374466,0.340872,0.577836,0.685625,0.152567,0.595643,0.786732,0.33773,0.040217,0.044154,0.020397,0.298637,0.192409,0.298637,0.192409,0.39178,0.311594,0.47064,0.419282,0.530293,0.54151,0.519451,0.191012,0.293857,0.513364,0.388685,0.525738,0.239565,0.856873,0.733267,0.596058,0.390852,0.727719,0.30636,0.567531,0.500711,0.644566,0.225193,0.174734,0.744369,0.693924,0.323266,0.487817
C7,0.598574,0.375402,0.2003,0.388647,0.568139,0.319646,0.757952,0.474643,0.359111,0.598574,0.459616,0.127092,0.405116,0.342969,0.282746,0.232661,0.53086,0.916664,0.858647,0.177488,0.698997,0.41744,0.689461,0.208012,0.550349,0.61921,0.601683,0.356412,0.601683,0.356412,0.252837,0.289754,0.317222,0.149312,0.232154,0.264946,0.242231,0.186806,0.320144,0.24801,0.295842,0.26101,0.320127,0.588825,0.453622,0.379026,0.257691,0.423183,0.420975,0.437345,0.319945,0.385966,0.20172,0.222963,0.66751,0.564235,0.589183,0.749074
C7,0.44789,0.148117,0.49618,0.225867,0.244032,0.33564,0.513849,0.560245,0.279686,0.44789,0.124493,0.485493,0.082457,0.374939,0.427593,0.50368,0.470735,0.842991,0.801573,0.246688,0.588225,0.933642,0.361056,0.106248,0.029267,0.027618,0.495162,0.573701,0.495162,0.573701,0.227061,0.216132,0.280494,0.299182,0.394418,0.342067,0.362003,0.156347,0.198935,0.370285,0.332975,0.35125,0.142618,0.676807,0.662774,0.429405,0.156414,0.612701,0.266477,0.495858,0.254034,0.604839,0.276035,0.067272,0.835992,0.571598,0.319795,0.6322
C7,0.764995,0.109926,0.404926,0.561907,0.562043,0.643133,0.663227,0.629706,0.537219,0.764995,0.30772,0.282256,0.103118,0.850012,0.219669,0.674906,0.426056,0.812905,0.832692,0.279342,0.361561,0.947322,0.469531,0.085543,0.253362,0.103565,0.207861,0.188941,0.207861,0.188941,0.751603,0.539521,0.777712,0.734573,0.869961,0.906279,0.835436,0.30374,0.517794,0.801864,0.578373,0.808375,0.374495,0.924905,0.820031,0.685717,0.680458,0.854382,0.441882,0.479501,0.707312,0.63807,0.09972,0.426597,0.452353,0.845052,0.357738,0.440062
C7,0.458417,0.021527,0.266854,0.217188,0.2658,0.264806,0.385863,0.514825,0.350382,0.458417,0.131518,0.346685,0.063377,0.410172,0.148618,0.322736,0.378088,0.751054,0.879074,0.145792,0.732763,0.139821,0.8506,0.206945,0.828235,0.113484,0.38027,0.179153,0.38027,0.179153,0.265403,0.390983,0.341925,0.332566,0.4074,0.469908,0.434692,0.2047,0.39419,0.401608,0.465631,0.402218,0.262372,0.654631,0.57556,0.432137,0.216314,0.528961,0.448875,0.576214,0.291428,0.505542,0.311886,0.122083,0.778042,0.567884,0.442833,0.579381
C7,0.555785,0.151976,0.593513,0.436201,0.531442,0.680271,0.538879,0.677608,0.706479,0.555785,0.279418,0.577693,0.132922,0.582965,0.484336,0.627803,0.707138,0.663194,0.809868,0.382244,0.401028,0.252261,0.668496,0.180304,0.814918,0.148275,0.372104,0.248738,0.372104,0.248738,0.489398,0.668999,0.532989,0.482508,0.584031,0.67999,0.553555,0.21037,0.551669,0.464986,0.605613,0.508209,0.213693,0.575257,0.532261,0.433059,0.42202,0.466291,0.606464,0.61557,0.357511,0.485068,0.091911,0.475076,0.46677,0.760029,0.430383,0.584669
C7,0.609052,0.11877,0.149443,0.456515,0.459647,0.196571,0.723737,0.461875,0.253329,0.609052,0.240783,0.107672,0.280452,0.435161,0.034363,0.295631,0.42315,0.73135,0.831055,0.102615,0.50191,0.815163,0.673434,0.186118,0.07335,0.073827,0.248804,0.214183,0.248804,0.214183,0.519928,0.414659,0.576125,0.616464,0.693517,0.702982,0.656933,0.272759,0.548951,0.66699,0.454277,0.696861,0.456623,0.894472,0.755393,0.674667,0.472243,0.810359,0.502367,0.681073,0.534834,0.67651,0.221772,0.191102,0.671699,0.741469,0.487853,0.40415
C7,0.516698,0.128746,0.196194,0.403568,0.444206,0.278067,0.519607,0.425151,0.266254,0.516698,0.34964,0.175301,0.267183,0.418568,0.082756,0.280948,0.508257,0.594336,0.736389,0.108675,0.493402,0.809799,0.553667,0.038917,0.060133,0.002967,0.280675,0.068871,0.280675,0.068871,0.500739,0.376189,0.550877,0.586804,0.723851,0.661027,0.630888,0.317146,0.450385,0.634599,0.785728,0.679215,0.345887,0.856396,0.734894,0.650313,0.638435,0.772673,0.414766,0.952198,0.597834,0.689308,0.173313,0.184018,0.633071,0.786557,0.428118,0.412058
C7,0.586633,0.422288,0.197988,0.388988,0.605302,0.303051,0.932877,0.593325,0.277035,0.586633,0.571259,0.193838,0.572334,0.258989,0.294245,0.193367,0.537175,0.634839,0.705074,0.164461,0.856584,0.734614,0.294168,0.100191,0.007935,0.013974,0.565593,0.876318,0.565593,0.876318,0.170901,0.181592,0.265461,0.241317,0.27457,0.24513,0.227052,0.28766,0.123639,0.242279,0.357143,0.279645,0.245964,0.572962,0.365698,0.536864,0.080477,0.383923,0.23341,0.481176,0.156202,0.371061,0.424402,0.095933,0.936172,0.362795,0.549289,0.823868
C7,0.82083,0.154136,0.385068,0.749842,0.834045,0.451316,0.798133,0.374969,0.462899,0.82083,0.451144,0.212102,0.271799,0.78767,0.198022,0.551322,0.55568,0.722287,0.723073,0.24591,0.267161,0.881515,0.569405,0.011504,0.001933,0.134276,0.144971,0.015796,0.144971,0.015796,0.870641,0.619212,0.881378,0.746636,0.95097,0.84452,0.738696,0.307132,0.649857,0.747269,0.562345,0.728102,0.370121,0.901549,0.763392,0.702068,1,0.768537,0.474938,0.640748,0.86814,0.513721,0.139097,0.58696,0.309068,0.851529,0.317583,0.360637
C7,0.657864,0.373979,0.087593,0.503926,0.768886,0.294508,0.943461,0.467241,0.32411,0.657864,0.603844,0.108886,0.532578,0.316742,0.124299,0.202528,0.504016,0.644673,0.764299,0.158145,0.727276,0.715664,0.375105,0.125593,0.120729,0.081278,0.403023,0.561635,0.403023,0.561635,0.293742,0.271052,0.384543,0.314937,0.359261,0.433234,0.368737,0.185698,0.255794,0.374407,0.329306,0.443339,0.328434,0.713128,0.515427,0.578184,0.173212,0.537642,0.308601,0.515217,0.258799,0.44425,0.333341,0.258224,0.781499,0.516062,0.57198,0.647846
C7,0.817483,0.21109,0.266351,0.683887,0.916805,0.570678,0.79808,0.544504,0.544398,0.817483,0.492863,0.09966,0.335349,0.62154,0.179748,0.434654,0.458137,0.877429,0.836238,0.22121,0.409848,0.96208,0.399216,0.066716,0.015035,0.000578,0.278233,0.223814,0.278233,0.223814,0.697074,0.522074,0.700393,0.735011,0.925327,0.882349,0.870154,0.250881,0.604442,0.876947,0.580843,0.932741,0.241454,0.950435,0.820349,0.869859,0.626517,0.941857,0.501841,0.496627,0.555018,0.768219,0.076558,0.259241,0.558252,0.871114,0.351537,0.436263
C7,0.591367,0.164561,0.326404,0.419754,0.504995,0.356828,0.465425,0.331664,0.344565,0.591367,0.3397,0.299784,0.263606,0.553772,0.110756,0.380226,0.521397,0.739574,0.723832,0.143953,0.432616,0.938057,0.534312,0.017286,0.014452,0.091845,0.296798,0.033523,0.296798,0.033523,0.567303,0.433822,0.596112,0.607285,0.773643,0.715302,0.684568,0.226374,0.511526,0.696918,0.529582,0.683601,0.376257,0.872031,0.76964,0.608808,0.611465,0.830193,0.383921,0.652031,0.671438,0.70376,0.103731,0.268045,0.579174,0.836087,0.337892,0.447948
C7,0.893295,0.08822,0.341686,0.871685,0.890615,0.790612,0.815339,0.55605,0.74508,0.893295,0.367001,0.274147,0.188298,0.976811,0.184694,0.707986,0.490063,0.672652,0.601483,0.39832,0.086595,0.96208,0.261297,0.00426,0.015716,0.008546,0.220586,0.030061,0.220586,0.030061,0.949109,0.615776,0.914693,0.717559,0.92976,0.892989,0.903543,0.274693,0.782198,0.983646,0.558902,0.935093,0.418714,1,0.893061,0.694984,0.906175,1,0.56669,0.601802,0.848525,0.832529,0.08488,0.342623,0.317613,0.980848,0.277097,0.24467
C7,1,0.134739,0.309773,1,0.931222,0.87334,0.910494,0.810208,1,1,0.375209,0.193622,0.205029,1,0.149266,0.672398,0.349856,0.76709,0.715177,0.416845,0.057858,0.089032,0.538537,0.011512,0.037681,0.004164,0.238002,0.020238,0.238002,0.020238,1,0.790508,0.916938,0.63987,0.891947,0.985718,1,0.26609,0.771371,1,0.369637,1,0.327059,0.938411,0.90305,0.637185,0.773319,0.954391,0.535103,0.257059,0.664259,0.806329,0.040186,0.368245,0.284411,1,0.249135,0.297515
C7,0.424944,0.221007,0.427114,0.131807,0.195125,0.289824,0.516573,0.657533,0.282462,0.424944,0.215532,0.531948,0.127819,0.359536,0.427189,0.403971,0.539892,0.686598,0.716585,0.270829,0.876859,0.521512,0.408874,0.130627,0.060507,0.070584,0.674669,0.678672,0.674669,0.678672,0.082034,0.044561,0.170845,0.433131,0.484987,0.483252,0.394877,0.169868,0.042736,0.354678,0.664197,0.363225,0.035474,0.63856,0.574964,0.403856,0.217745,0.583659,0.272654,0.547367,0.13485,0.634966,0.758819,0.295368,0.17258,0.190094,0.817106,0.589589
C7,0.497237,0.24714,0.246994,0.282284,0.340388,0.406744,0.554899,0.486152,0.45146,0.497237,0.279168,0.33371,0.19027,0.398682,0.223047,0.326378,0.414745,0.677055,0.732944,0.177286,0.762178,0.014744,0.702134,0.024605,0.227156,0.03021,0.462221,0.034478,0.462221,0.034478,0.276749,0.311708,0.304815,0.203281,0.288839,0.375706,0.398461,0.082857,0.258874,0.389103,0.244907,0.399888,0.176497,0.666459,0.612575,0.495749,0.259402,0.658695,0.348586,0.450882,0.256667,0.736422,0.171521,0.126056,0.737559,0.745755,0.372516,0.487152
C7,0.483349,0.220048,0.479657,0.196334,0.242481,0.283537,0.599765,0.647223,0.233116,0.483349,0.258552,0.48105,0.175979,0.353109,0.462615,0.398951,0.637992,0.779735,0.840352,0.290251,0.725606,0.82464,0.73352,0.216039,0.034071,0.375229,0.546133,0.307278,0.546133,0.307278,0.220763,0.154918,0.261241,0.353904,0.436608,0.329676,0.299569,0.231074,0.212093,0.280499,0.607493,0.296358,0.200618,0.535664,0.399556,0.368886,0.339294,0.426941,0.225919,0.76512,0.315547,0.456952,0.197411,0.240852,0.681649,0.583415,0.588146,0.72323
C7,0.575841,0.148962,0.469393,0.330283,0.369546,0.429449,0.582069,0.580661,0.461689,0.575841,0.186866,0.401026,0.106693,0.560331,0.344034,0.503563,0.520777,0.760117,0.845044,0.238586,0.653273,0.356009,0.688606,0.243237,0.028496,0.03206,0.369316,0.315343,0.369316,0.315343,0.426383,0.418824,0.465091,0.548728,0.695276,0.660396,0.656447,0.120525,0.421922,0.619951,0.59272,0.618818,0.304017,0.773382,0.728068,0.606344,0.31048,0.753557,0.463283,0.7045,0.292808,0.741385,0.135227,0.211967,0.661415,0.770559,0.432034,0.504241
C7,0.530496,0.102949,0.461352,0.256109,0.252184,0.34904,0.515834,0.532713,0.322246,0.530496,0.16186,0.466496,0.064675,0.538152,0.336114,0.517051,0.538167,0.707501,0.770045,0.258106,0.737295,0.796209,0.36797,0.090202,0.012672,0.006635,0.358917,0.395632,0.358917,0.395632,0.305412,0.303587,0.365049,0.331922,0.414479,0.451439,0.430823,0.172283,0.351239,0.436758,0.326156,0.414395,0.165142,0.776399,0.757198,0.510499,0.293793,0.709266,0.467115,0.431424,0.29602,0.606145,0.246003,0.202078,0.751911,0.662037,0.378828,0.510981
C7,0.37185,0.06609,0.263764,0.100589,0.139566,0.157265,0.280557,0.533331,0.175428,0.37185,0.120308,0.368333,0.100354,0.318008,0.175887,0.2287,0.370009,0.601994,0.718244,0.195941,0.808462,0.384354,0.437724,0.098415,0.09423,0.045891,0.40827,0.327392,0.40827,0.327392,0.21587,0.292272,0.327629,0.451512,0.446424,0.458971,0.322946,0.263504,0.23652,0.302398,0.574208,0.313063,0.22859,0.532797,0.492713,0.418441,0.121978,0.345959,0.274896,0.329574,0.201956,0.258014,0.382845,0.221864,0.840293,0.374037,0.437937,0.858057
C7,0.373998,0.052871,0.225477,0.20505,0.211141,0.157154,0.381324,0.41395,0.193577,0.373998,0.115857,0.30119,0.089365,0.328794,0.126078,0.233293,0.425269,0.566991,0.692313,0.108318,0.679153,0.729877,0.473166,0.032652,0.046299,0.066628,0.340437,0.085348,0.340437,0.085348,0.30701,0.264353,0.372647,0.506897,0.604256,0.512772,0.457927,0.347005,0.334783,0.432342,0.624571,0.473826,0.340071,0.690121,0.635356,0.577141,0.434461,0.574515,0.344753,0.770353,0.525423,0.534757,0.205661,0.215523,0.741245,0.636999,0.451035,0.621846
C7,0.515493,0.071222,0.44089,0.262696,0.282528,0.339243,0.441221,0.527563,0.321577,0.515493,0.141785,0.489118,0.057453,0.574432,0.355718,0.553027,0.455009,0.611863,0.699866,0.250543,0.589855,0.786412,0.305157,0.061417,0.022283,0.036049,0.343827,0.380468,0.343827,0.380468,0.422975,0.369857,0.482139,0.415887,0.451443,0.572046,0.446961,0.164885,0.459336,0.41908,0.420758,0.373651,0.307862,0.666047,0.694655,0.458997,0.516415,0.514291,0.436936,0.353606,0.531153,0.382341,0.065279,0.601474,0.538843,0.674266,0.426013,0.741696
C7,0.512961,0.105019,0.431629,0.274035,0.356019,0.385199,0.485834,0.51885,0.398421,0.512961,0.210153,0.443602,0.042888,0.501986,0.364902,0.441559,0.517883,0.60806,0.699721,0.268282,0.667553,0.431624,0.393504,0.068986,0.024914,0.03559,0.404082,0.281257,0.404082,0.281257,0.366299,0.36753,0.401018,0.30197,0.38968,0.48155,0.474877,0.152771,0.372555,0.474958,0.351221,0.466591,0.230545,0.721762,0.766445,0.645846,0.36459,0.696824,0.438842,0.666123,0.309583,0.727048,0.130383,0.228752,0.659189,0.777588,0.367352,0.500336
C7,0.553481,0.072204,0.330748,0.330626,0.435135,0.293831,0.428462,0.413426,0.369478,0.553481,0.150988,0.301967,0.069959,0.637023,0.135938,0.474454,0.407774,0.609036,0.742371,0.160562,0.501365,0.753368,0.377843,0.04797,0.023346,0.015662,0.192936,0.158717,0.192936,0.158717,0.576389,0.472991,0.641241,0.638136,0.736507,0.776703,0.70678,0.187944,0.538823,0.702238,0.34512,0.64357,0.245099,0.945998,0.900068,0.755497,0.54739,0.86938,0.471929,0.470796,0.620813,0.674523,0.185619,0.349801,0.602927,0.770053,0.299352,0.419237
