@relation SelectedFeatures_excel

@attribute C {C1,C2,C3,C4,C5,C6,C7,C8}
@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric

@data
C1,0.501177,0.568241,0.540693,0.466372,0.699435,0.657724,0.62631,0.690382,0.537609,0.501177,0.658749,0.513273,0.581219,0.565813,0.646693,0.512532,0.751158,0.264246,0.305747,0.605081,0.264007,0.630404,0.073241,0.000059,0.000333,0.00006,0.528503,0.006728,0.528503,0.006728,0.428999,0.447525,0.49964,0.496061,0.416188,0.547212,0.373387,0.439325,0.485748,0.306527,0.506416,0.368725,0.491214,0.294221,0.202423,0.223697,0.455888,0.198573,0.387827,0.260876,0.350454,0.360097,0.11994,0.654261,0.414865,0.67641,0.504701,0.674847
C1,0.512691,0.627785,0.495873,0.360314,0.543106,0.61267,0.759297,0.747372,0.420124,0.512691,0.58004,0.621739,0.593835,0.418148,0.363026,0.430672,0.768872,0.277713,0.304703,0.656103,0.497439,0.724942,0.07431,0.000023,0.005308,0.000091,0.8716,0.00363,0.8716,0.00363,0.238606,0.227987,0.285407,0.295283,0.303819,0.331727,0.254756,0.235899,0.325716,0.227687,0.370116,0.248882,0.342725,0.216739,0.117942,0.077551,0.25206,0.166862,0.258065,0.275648,0.20511,0.439356,0.127291,0.474464,0.57223,0.659852,0.44347,0.690844
C1,0.515832,0.619116,0.529022,0.376864,0.578083,0.567635,0.741782,0.603855,0.41598,0.515832,0.569825,0.646044,0.597469,0.4198,0.383648,0.413472,0.709104,0.284566,0.331942,0.61696,0.495916,0.677767,0.079634,0.000081,0.012676,0.001113,0.834935,0.011092,0.834935,0.011092,0.234542,0.231885,0.293628,0.261995,0.261005,0.311913,0.234751,0.203848,0.316429,0.217038,0.321472,0.228583,0.297332,0.216743,0.118379,0.077449,0.256751,0.166885,0.235777,0.276016,0.227359,0.421731,0.11064,0.509961,0.660069,0.598225,0.387649,0.800459
C1,0.469255,0.629256,0.752494,0.520202,0.786512,0.692025,0.553923,0.948418,0.641056,0.469255,0.779352,0.718589,0.608663,0.571191,0.804243,0.596914,0.675272,0.237844,0.28594,0.84404,0.184717,0.107399,0.06137,0.00014,0.000195,0.000568,0.783082,0.029078,0.783082,0.029078,0.356766,0.37236,0.421477,0.75834,0.77267,0.590356,0.483097,0.179226,0.332413,0.403426,0.802747,0.531379,0.213389,0.247595,0.150203,0.147683,0.407911,0.210737,0.236578,0.374679,0.286113,0.623335,0.096735,0.38787,0.634662,0.690109,0.262015,0.68301
C1,0.46174,0.485815,0.597154,0.372204,0.582457,0.686384,0.535321,0.558451,0.480524,0.46174,0.540963,0.613637,0.48049,0.481247,0.59988,0.506832,0.652988,0.240157,0.305812,0.619859,0.409651,0.597256,0.070073,0.000625,0.001518,0.000419,0.635906,0.087869,0.635906,0.087869,0.291028,0.339655,0.369541,0.428866,0.38647,0.500538,0.392389,0.316897,0.417806,0.329517,0.330675,0.379709,0.259466,0.307369,0.26557,0.236428,0.21982,0.233307,0.392951,0.219059,0.210402,0.525283,0.192673,0.371328,0.662772,0.619353,0.460523,0.67022
C1,0.443892,0.487964,0.593366,0.3626,0.565159,0.681747,0.505834,0.567256,0.470936,0.443892,0.535696,0.616136,0.482928,0.470926,0.596438,0.49867,0.655508,0.240842,0.304703,0.605178,0.402965,0.592521,0.070006,0.000624,0.001443,0.000434,0.638565,0.088217,0.638565,0.088217,0.291888,0.347076,0.370048,0.429046,0.385867,0.501704,0.393642,0.316952,0.429316,0.329409,0.331939,0.380757,0.258509,0.307312,0.266079,0.236228,0.228778,0.233176,0.395887,0.219627,0.22037,0.525565,0.19117,0.370856,0.653616,0.621502,0.451105,0.668701
C1,0.527193,0.756913,0.219102,0.418951,0.80695,0.389871,0.909483,0.629561,0.333338,0.527193,0.93078,0.239666,0.935708,0.349118,0.248033,0.292856,0.464943,0.242744,0.408868,0.299947,0.666266,0.478925,0.089779,0.008412,0.011379,0.003953,0.608036,0.732986,0.608036,0.732986,0.206053,0.269282,0.290532,0.265966,0.300826,0.391419,0.323414,0.33213,0.195185,0.306503,0.32304,0.376516,0.107118,0.319126,0.191228,0.245365,0.089269,0.249841,0.172161,0.273931,0.120199,0.458218,0.40381,0.240292,0.894587,0.454883,0.229802,0.656136
C1,0.526699,0.550419,0.721371,0.215882,0.31016,0.410634,0.764292,0.706507,0.310527,0.526699,0.419431,0.995558,0.456949,0.461033,0.807655,0.48545,0.665521,0.262516,0.324515,0.707804,0.503227,0.606727,0.074887,0.001648,0.002046,0.000216,0.745171,0.231416,0.745171,0.231416,0.160292,0.191191,0.240832,0.244932,0.151522,0.255531,0.15543,0.123059,0.269412,0.133582,0.261044,0.129518,0.151052,0.154253,0.062231,0.013736,0.11468,0.090685,0.271369,0.12774,0.083822,0.266722,0.127881,0.668616,0.700704,0.480495,0.603204,0.947797
C1,0.47954,0.501256,0.762897,0.190955,0.351243,0.446637,0.592785,0.700426,0.319233,0.47954,0.473652,0.991288,0.507415,0.419745,0.742799,0.493259,0.724023,0.26853,0.330228,0.667359,0.492992,0.616197,0.076438,0.001714,0.002772,0.000415,0.742991,0.231468,0.742991,0.231468,0.163354,0.189592,0.243274,0.21267,0.139238,0.253372,0.148181,0.116902,0.259197,0.131774,0.235301,0.12314,0.149673,0.159104,0.064133,0.014463,0.126911,0.093141,0.282409,0.129687,0.115608,0.256676,0.128072,0.683241,0.679932,0.487866,0.573299,0.937662
C1,0.490963,0.856219,0.513726,0.379165,0.794082,0.585457,0.603707,0.650792,0.384124,0.490963,0.620799,0.570083,0.809089,0.45323,0.565983,0.438714,0.67155,0.225045,0.275441,0.622164,0.413109,0.601754,0.055834,0.00043,0.000598,0.000172,0.712858,0.098085,0.712858,0.098085,0.288846,0.264373,0.34307,0.49251,0.415868,0.475214,0.351763,0.361337,0.320749,0.293182,0.368644,0.379852,0.540592,0.243992,0.183637,0.242114,0.290624,0.188688,0.321372,0.195583,0.258218,0.471581,0.157726,0.492705,0.600744,0.617398,0.509852,0.718686
C1,0.589,0.557775,1,0.370728,0.692921,0.709208,0.560324,0.849413,0.516595,0.589,0.662455,0.9373,0.55276,0.683434,1,0.749266,1,0.266851,0.319395,0.940418,0.190427,0.597256,0.062906,0.001302,0.000071,0.000106,0.713804,0.241276,0.713804,0.241276,0.372391,0.432601,0.448001,0.307713,0.260545,0.418752,0.245837,0.348559,0.475288,0.198426,0.339186,0.190315,0.402791,0.137147,0.067324,0.023283,0.340203,0.086063,0.339075,0.103112,0.217044,0.294023,0.105873,0.750486,0.396866,0.696326,0.457314,0.662479
C1,0.530308,0.55744,0.815128,0.335578,0.570105,0.672015,0.603858,1,0.484914,0.530308,0.597745,0.904718,0.515423,0.559863,0.884605,0.618735,0.72578,0.246154,0.3297,0.912421,0.285207,0.568589,0.076944,0.001818,0.001585,0.001413,0.760709,0.247134,0.760709,0.247134,0.303511,0.344789,0.385647,0.404746,0.312799,0.4145,0.251649,0.235403,0.525468,0.202716,0.303497,0.238373,0.319074,0.147556,0.061291,0.057612,0.270786,0.092965,0.446871,0.066452,0.216506,0.302812,0.073938,0.726293,0.528285,0.630936,0.4796,0.792381
C1,0.480209,0.838869,0.376954,0.277699,0.484681,0.309736,0.877164,0.838849,0.287971,0.480209,0.559036,0.483607,0.819208,0.28628,0.458305,0.25156,0.598432,0.269523,0.313984,0.441204,0.780038,0.649348,0.055648,0.001051,0.000961,0.000226,0.849498,0.277498,0.849498,0.277498,0.115057,0.162736,0.16624,0.09876,0.108819,0.145646,0.109504,0.201736,0.150168,0.103513,0.199234,0.123032,0.288174,0.190471,0.076576,0.094232,0.102249,0.112641,0.137835,0.228141,0.111698,0.254739,0.211142,0.474462,0.729471,0.394286,0.530504,1
C1,0.228683,0.437724,0.365466,0.090178,0.214485,0.236165,0.306728,0.633669,0.157385,0.228683,0.326242,0.502414,0.450286,0.144653,0.303464,0.240069,0.415732,0.235668,0.286527,0.266966,0.608759,0.031185,0.070835,0.000069,0.00163,0.000107,0.422234,0.007371,0.422234,0.007371,0.152573,0.239231,0.245808,0.453626,0.407986,0.343644,0.219846,0.508795,0.279171,0.1757,0.667543,0.219096,0.478093,0.311244,0.325563,0.315163,0.222727,0.183446,0.309444,0.88154,0.221454,0.36704,0.365978,0.371688,0.594076,0.460851,0.84662,0.707727
C1,0.513315,0.830771,0.491873,0.367873,0.544891,0.514496,0.772631,0.81363,0.418194,0.513315,0.639774,0.629857,0.772928,0.423022,0.647281,0.357676,0.692679,0.269078,0.289243,0.610428,0.536488,0.710719,0.055306,0.000149,0.000032,0.000038,0.859609,0.040178,0.859609,0.040178,0.232057,0.281086,0.289634,0.133137,0.09825,0.182535,0.107507,0.290401,0.307296,0.12088,0.279555,0.131967,0.265896,0.146039,0.015503,0.07006,0.183443,0.084801,0.254547,0.168155,0.173517,0.222189,0.166569,0.659225,0.45973,0.567433,0.565141,0.785474
C1,0.567934,0.639643,0.767581,0.480749,0.746391,0.820397,0.582708,0.85453,0.597375,0.567934,0.740676,0.650363,0.616349,0.662903,0.72231,0.606713,0.826301,0.286759,0.326326,0.826675,0.228139,0.654085,0.080838,0.000056,0.000034,0.000249,0.782071,0.007022,0.782071,0.007022,0.384949,0.349867,0.442219,0.519427,0.48959,0.553492,0.423002,0.296595,0.451568,0.358099,0.547534,0.412818,0.391762,0.248914,0.178006,0.137976,0.363621,0.199413,0.376846,0.212131,0.306836,0.542902,0.103285,0.460586,0.505867,0.747898,0.411492,0.587545
C1,0.817034,0.755161,0.862689,0.539751,0.842667,0.806017,0.871469,0.946985,0.621687,0.817034,0.840804,0.759807,0.634915,0.762088,0.739675,0.681352,0.863181,0.39045,0.370771,0.691018,0.288039,0.815163,0.08788,0.000401,0.000711,0.000429,0.797461,0.044468,0.797461,0.044468,0.425406,0.37882,0.489417,0.326755,0.411086,0.456215,0.392254,0.159442,0.509183,0.354585,0.48611,0.395592,0.319431,0.316092,0.139666,0.144979,0.316442,0.236872,0.484306,0.285903,0.226453,0.466797,0.089215,0.429116,0.564955,0.705265,0.400224,0.669906
C1,0.553175,0.836361,0.708467,0.511606,0.851433,0.785274,0.722564,0.958562,0.647875,0.553175,0.708185,0.813809,0.707403,0.574529,0.681847,0.648147,0.902052,0.273481,0.275009,0.800755,0.264399,0.360733,0.060784,0.000027,0.000931,0.000131,0.798641,0.005665,0.798641,0.005665,0.323335,0.46402,0.398417,0.285966,0.286617,0.356148,0.255816,0.178568,0.418325,0.222462,0.518135,0.264801,0.231325,0.176616,0.049298,0.062673,0.306078,0.123192,0.362658,0.244219,0.197483,0.345574,0.194093,0.472836,0.50591,0.646074,0.414419,0.62328
C1,0.622079,0.702489,0.63599,0.461044,0.711893,0.707285,0.782915,0.945424,0.5493,0.622079,0.780944,0.662015,0.667891,0.554428,0.589088,0.520945,0.571105,0.331888,0.39944,0.557435,0.568459,0.172473,0.118329,0.001145,0.000644,0.001726,0.938601,0.084222,0.938601,0.084222,0.249856,0.25149,0.297856,0.253291,0.33838,0.39352,0.387913,0.143154,0.272954,0.379887,0.324448,0.405656,0.211496,0.314353,0.159912,0.178107,0.138453,0.302088,0.272179,0.288805,0.124926,0.688211,0.250814,0.105785,0.803202,0.663244,0.275656,0.500035
C1,0.64237,0.79289,0.607857,0.45779,0.801775,0.71038,0.911031,0.852003,0.508752,0.64237,0.839459,0.640866,0.764465,0.510518,0.627016,0.466072,0.723805,0.319827,0.377307,0.608176,0.512366,0.18183,0.109515,0.001377,0.003003,0.000029,0.940952,0.117224,0.940952,0.117224,0.267179,0.237082,0.328048,0.431569,0.528975,0.522653,0.486835,0.264097,0.200024,0.433435,0.498482,0.530671,0.209349,0.307713,0.168485,0.172314,0.082462,0.282633,0.166917,0.25558,0.099585,0.68103,0.260956,0.060891,0.866116,0.644948,0.429096,0.517145
C1,0.467478,0.488031,0.886983,0.236838,0.380114,0.430512,0.543926,0.693239,0.359985,0.467478,0.486015,1,0.364459,0.482362,0.835263,0.639654,0.613447,0.267416,0.346325,0.703403,0.45242,0.554645,0.070424,0.003181,0.000235,0.000511,0.712124,0.481736,0.712124,0.481736,0.247909,0.259509,0.311044,0.317044,0.311523,0.46256,0.325748,0.183135,0.242083,0.267255,0.298792,0.277299,0.158487,0.251307,0.218754,0.094017,0.155648,0.1869,0.237278,0.146316,0.130823,0.4394,0.145666,0.513745,0.671724,0.573836,0.358132,0.798854
C1,0.643207,0.781715,0.596387,0.454433,0.807765,0.678137,0.889946,0.858372,0.494094,0.643207,0.814655,0.641081,0.750966,0.499655,0.597038,0.443012,0.587746,0.323219,0.378975,0.563572,0.524202,0.007079,0.11272,0.001545,0.026146,0.001786,0.89281,0.119033,0.89281,0.119033,0.271066,0.233547,0.344885,0.437602,0.519081,0.519592,0.473855,0.276649,0.195369,0.434439,0.487248,0.517233,0.18215,0.3117,0.167304,0.170517,0.101705,0.284471,0.161835,0.252266,0.14848,0.646373,0.269275,0.093004,0.878166,0.627938,0.410036,0.535394
C1,0.45865,0.484102,0.62571,0.243596,0.38735,0.517021,0.65887,0.751017,0.385967,0.45865,0.423123,0.723028,0.41902,0.415217,0.72739,0.43623,0.941907,0.277919,0.353084,0.719942,0.574034,0.601758,0.089504,0.001609,0.00516,0.003405,0.868013,0.185235,0.868013,0.185235,0.193439,0.231243,0.251161,0.215979,0.153995,0.233395,0.14142,0.16643,0.291596,0.122544,0.294872,0.116767,0.251636,0.137304,0.053203,0.048757,0.205152,0.085199,0.204209,0.14074,0.190969,0.291249,0.174597,0.693716,0.406534,0.555466,0.721631,0.794821
C1,0.410986,0.691558,0.671888,0.271471,0.530378,0.570688,0.559614,0.842759,0.370498,0.410986,0.531847,0.862947,0.620522,0.405436,0.664965,0.492815,0.833151,0.211956,0.250311,0.789226,0.401068,0.592521,0.047013,0.000115,0.000141,0.000071,0.759414,0.036902,0.759414,0.036902,0.237608,0.262087,0.314679,0.464267,0.436923,0.488544,0.335741,0.310171,0.36649,0.249566,0.771372,0.320068,0.421929,0.176255,0.134777,0.149459,0.240597,0.132137,0.289052,0.312735,0.193985,0.41647,0.226961,0.438588,0.577549,0.587221,0.594968,0.677219
C1,0.467475,0.815306,0.47706,0.468557,0.898167,0.626943,0.783472,0.767567,0.402117,0.467475,1,0.451535,0.852953,0.381255,0.469763,0.379395,0.761575,0.269249,0.340574,0.555374,0.485635,0.61596,0.077076,0.001894,0.000605,0.000121,0.761653,0.25688,0.761653,0.25688,0.303247,0.269898,0.365001,0.392387,0.386311,0.421452,0.276746,0.21093,0.267255,0.247251,0.465962,0.316903,0.342942,0.222234,0.115257,0.119187,0.293817,0.146882,0.189042,0.19409,0.273353,0.360232,0.11289,0.582621,0.586514,0.599097,0.418878,0.796872
C1,0.489132,0.767914,0.39632,0.432005,0.805379,0.521354,0.776205,0.694807,0.347285,0.489132,0.922422,0.418499,0.826256,0.3683,0.395085,0.306287,0.493364,0.266576,0.347743,0.458457,0.566398,0.601993,0.12168,0.002302,0.068792,0.01589,0.650137,0.119704,0.650137,0.119704,0.276701,0.239696,0.350829,0.399514,0.370964,0.356231,0.246786,0.135358,0.221264,0.246159,0.421535,0.295972,0.283941,0.258451,0.142987,0.142532,0.274174,0.169304,0.162173,0.230949,0.292304,0.353513,0.218552,0.570135,0.626758,0.545194,0.434882,0.759427
C1,0.416726,0.68364,0.572394,0.290733,0.522919,0.463304,0.671726,0.935537,0.383249,0.416726,0.561391,0.671364,0.672842,0.335829,0.608771,0.400713,0.603468,0.227239,0.260284,0.659684,0.552083,0.066331,0.053698,0.000029,0.000401,0.000436,0.834268,0.008111,0.834268,0.008111,0.200908,0.257401,0.267997,0.406776,0.382376,0.356387,0.25518,0.233748,0.296204,0.204264,0.706346,0.244066,0.305703,0.177902,0.115196,0.111648,0.171908,0.130685,0.257924,0.327232,0.176299,0.434955,0.154787,0.456819,0.660318,0.582895,0.471879,0.775208
C1,0.514131,0.803767,0.497965,0.425423,0.712813,0.613436,0.796547,0.785529,0.50356,0.514131,0.747314,0.495077,0.75115,0.462698,0.593814,0.445324,0.679183,0.264623,0.314287,0.645976,0.430382,0.441082,0.070826,0.000675,0.000347,0.000341,0.786473,0.109317,0.786473,0.109317,0.308053,0.387993,0.369366,0.505427,0.407684,0.398667,0.263714,0.209767,0.343585,0.237026,0.517989,0.28695,0.303372,0.211411,0.101424,0.122816,0.252329,0.143304,0.324594,0.195714,0.167215,0.351018,0.124939,0.593587,0.521425,0.619324,0.43784,0.754392
C1,0.595795,0.753504,0.579748,0.420043,0.556659,0.592206,0.787688,0.942845,0.531563,0.595795,0.549057,0.606595,0.719884,0.53473,0.588907,0.470489,0.774189,0.295497,0.300585,0.657627,0.373271,0.644612,0.060664,0.00004,0.000483,0.000137,0.843598,0.009048,0.843598,0.009048,0.295319,0.331581,0.345359,0.430462,0.463301,0.444476,0.376134,0.220837,0.365768,0.325643,0.470797,0.394135,0.301646,0.283061,0.173577,0.13877,0.231545,0.236972,0.311391,0.34728,0.15786,0.588518,0.08271,0.372553,0.657375,0.746817,0.38725,0.616813
C1,0.439607,0.609493,0.663275,0.309668,0.530166,0.45286,0.590264,0.736405,0.406572,0.439607,0.531959,0.747026,0.533397,0.402135,0.752378,0.500307,0.726108,0.251996,0.291661,0.676599,0.449522,0.247556,0.066738,0.00021,0.001514,0.000031,0.818189,0.039013,0.818189,0.039013,0.235881,0.270736,0.293654,0.426999,0.449443,0.471086,0.380113,0.189264,0.2067,0.311613,0.703163,0.365501,0.147032,0.241005,0.184242,0.116074,0.216705,0.20358,0.157145,0.378257,0.163816,0.573136,0.135683,0.372051,0.681396,0.662239,0.422401,0.676643
C1,0.446094,0.616506,0.402493,0.251863,0.363206,0.3094,0.729427,0.606449,0.306082,0.446094,0.432534,0.571841,0.537913,0.35207,0.483051,0.27119,0.556944,0.251808,0.269761,0.494785,0.722189,0.691771,0.058463,0.000008,0.001998,0.000015,0.851394,0.001984,0.851394,0.001984,0.096946,0.067422,0.20713,0.597687,0.646333,0.572565,0.506366,0.171862,0.084184,0.378212,0.605981,0.529277,0.076649,0.357699,0.349495,0.241178,0.098568,0.340301,0.167153,0.317514,0.058658,0.64305,0.768057,0.166506,0.324674,0.196109,0.675715,0.522028
C1,0.408439,0.574197,0.338034,0.214929,0.302479,0.259762,0.638348,0.515924,0.266347,0.408439,0.4166,0.523513,0.54455,0.327299,0.428877,0.252124,0.533066,0.239746,0.266022,0.434544,0.719334,0.696715,0.0567,0.000009,0.000725,0.001301,0.806496,0.002215,0.806496,0.002215,0.123247,0.165245,0.165445,0.115119,0.146591,0.273733,0.235111,0.192125,0.131833,0.200181,0.442067,0.247699,0.105501,0.268828,0.201162,0.137706,0.094838,0.212816,0.133053,0.392301,0.145383,0.417123,0.338704,0.192588,0.804979,0.486846,0.305916,0.698067
C1,0.352365,0.613015,0.596839,0.356987,0.54942,0.477103,0.487666,0.665899,0.384771,0.352365,0.649385,0.678338,0.604002,0.373151,0.641708,0.415321,0.606349,0.174245,0.194095,0.581303,0.39664,0.365456,0.030913,0.000007,0.000035,0.000014,0.606428,0.003796,0.606428,0.003796,0.254096,0.330601,0.32335,0.356182,0.359419,0.467023,0.344184,0.25366,0.348131,0.255314,0.602307,0.359338,0.204425,0.235708,0.216875,0.275325,0.226026,0.174529,0.380736,0.433137,0.258312,0.448402,0.223099,0.410794,0.623872,0.613998,0.357782,0.636086
C1,0.405253,0.383057,0.68411,0.332034,0.525403,0.468457,0.544033,0.604636,0.414969,0.405253,0.531782,0.533181,0.406008,0.473367,0.687663,0.533014,0.413002,0.224943,0.264693,0.525481,0.355227,0.512046,0.051071,0.000214,0.000307,0.000032,0.467181,0.043098,0.467181,0.043098,0.358531,0.36995,0.42125,0.48324,0.447453,0.622443,0.478042,0.329623,0.443275,0.377058,0.361039,0.443104,0.367372,0.383982,0.421936,0.295918,0.346732,0.307975,0.434687,0.330831,0.282594,0.575995,0.126582,0.51992,0.597546,0.673339,0.38958,0.671139
C1,0.390734,0.387666,0.688947,0.32516,0.513579,0.462738,0.514999,0.606898,0.416909,0.390734,0.540621,0.536645,0.41141,0.467083,0.685184,0.531614,0.41886,0.225697,0.264693,0.517354,0.348883,0.512046,0.051035,0.000217,0.000301,0.000026,0.468795,0.043699,0.468795,0.043699,0.359415,0.376918,0.421956,0.483715,0.448987,0.622742,0.478828,0.329113,0.446447,0.376823,0.361452,0.442947,0.367175,0.383133,0.422726,0.296334,0.353301,0.307724,0.437358,0.330817,0.29121,0.576282,0.1251,0.519563,0.59126,0.675528,0.382983,0.66967
C1,0.460723,0.80685,0.564266,0.416174,0.736142,0.608919,0.676404,0.704668,0.425859,0.460723,0.9275,0.511761,0.944905,0.448251,0.600659,0.505597,0.737695,0.2197,0.277469,0.701691,0.348062,0.048508,0.061507,0.00031,0.000625,0.000158,0.668391,0.056813,0.668391,0.056813,0.316203,0.355955,0.395509,0.515888,0.5153,0.508223,0.352294,0.448209,0.362596,0.285559,0.687418,0.393598,0.525622,0.218711,0.168029,0.178179,0.278421,0.153425,0.278698,0.356946,0.206009,0.390654,0.133547,0.554501,0.616886,0.606613,0.478137,0.76353
C1,0.462173,0.804756,0.565095,0.414104,0.733838,0.611194,0.667172,0.689577,0.42135,0.462173,0.925107,0.513186,0.942225,0.444527,0.600839,0.502411,0.735039,0.219957,0.277469,0.690223,0.349832,0.048508,0.062914,0.000312,0.000972,0.00019,0.664928,0.054821,0.664928,0.054821,0.319933,0.359279,0.40447,0.54476,0.539907,0.538158,0.378398,0.471876,0.351231,0.307957,0.707994,0.416316,0.529247,0.226317,0.173301,0.181398,0.267359,0.16208,0.272023,0.367194,0.201082,0.405694,0.14135,0.52974,0.634199,0.6002,0.471458,0.764307
C1,0.623696,0.285689,0.84865,0.557771,0.773065,1,0.770089,0.665423,0.72989,0.623696,0.530022,0.615233,0.321086,0.828115,0.729032,1,0.482392,0.223246,0.281734,1,0.018996,0.592521,0.045407,0.000365,0.000267,0.000103,0.403053,0.082884,0.403053,0.082884,0.547899,0.606962,0.610954,0.80054,0.662691,0.847571,0.643583,0.337386,0.650436,0.513841,0.429283,0.577833,0.493358,0.368976,0.381722,0.318254,0.455752,0.300493,0.622658,0.198476,0.380204,0.571892,0.164605,0.554355,0.382389,0.812709,0.399582,0.381425
C1,0.478065,0.613734,0.657033,0.276126,0.377166,0.452631,0.61264,0.673071,0.376883,0.478065,0.437165,0.796382,0.494381,0.469773,0.670422,0.478074,0.69069,0.270037,0.323928,0.679535,0.57165,0.630404,0.070156,0.001218,0.000549,0.000413,0.877514,0.219753,0.877514,0.219753,0.197915,0.179442,0.244723,0.149325,0.162227,0.26391,0.201564,0.111016,0.222456,0.181275,0.280593,0.184051,0.169173,0.204808,0.118682,0.032331,0.177531,0.153173,0.187229,0.209502,0.139957,0.432932,0.095929,0.5435,0.611454,0.641045,0.470661,0.755085
C1,0.462463,0.612985,0.655398,0.268259,0.3704,0.450719,0.610471,0.676383,0.372973,0.462463,0.434088,0.796741,0.492549,0.467263,0.669541,0.476633,0.692556,0.270363,0.323928,0.675236,0.569187,0.634916,0.070127,0.00122,0.000545,0.00041,0.878824,0.220597,0.878824,0.220597,0.212104,0.177552,0.258681,0.273876,0.303355,0.363952,0.297729,0.134947,0.193022,0.260589,0.416243,0.280381,0.152853,0.239259,0.17052,0.099227,0.147526,0.1992,0.156335,0.284263,0.128511,0.571275,0.141241,0.354071,0.69238,0.657904,0.431058,0.676265
C1,0.510236,0.823135,0.558482,0.407448,0.656183,0.568168,0.936978,0.689124,0.437641,0.510236,0.726854,0.618697,0.810327,0.418685,0.539199,0.457908,0.613378,0.240191,0.262458,0.672544,0.459995,0.653611,0.053995,0.000006,0.000201,0.000249,0.787801,0.00157,0.787801,0.00157,0.256197,0.255158,0.318274,0.225345,0.210485,0.308977,0.198308,0.208078,0.375824,0.167468,0.307974,0.191093,0.334515,0.163782,0.062276,0.095653,0.289393,0.104453,0.320027,0.183903,0.224655,0.287507,0.142383,0.628512,0.523856,0.607662,0.465771,0.751901
C1,0.537178,0.534653,0.861587,0.540325,0.613904,0.647643,0.711113,0.948798,0.626383,0.537178,0.601197,0.866139,0.437201,0.666102,0.869642,0.87946,0.617278,0.24785,0.33294,0.943125,0.161736,0.559379,0.051839,0.001088,0.001927,0.000588,0.707206,0.280575,0.707206,0.280575,0.390826,0.403176,0.459165,0.542133,0.513169,0.636391,0.451513,0.409927,0.529524,0.360944,0.571475,0.372487,0.512877,0.212338,0.173742,0.054386,0.395501,0.172359,0.382031,0.158392,0.341782,0.439114,0.138887,0.576008,0.484739,0.684691,0.341338,0.63739
C1,0.649259,0.426832,0.837575,0.498499,0.707494,0.607747,0.678616,0.693975,0.624047,0.649259,0.677207,0.679107,0.439797,0.79186,0.766533,0.719029,0.663589,0.265514,0.346176,0.699378,0.224643,0.18183,0.0958,0.001368,0.006801,0.000695,0.662849,0.112439,0.662849,0.112439,0.401371,0.436538,0.469692,0.535121,0.570549,0.683012,0.547069,0.317371,0.399158,0.466032,0.718433,0.499338,0.38316,0.325791,0.286635,0.146126,0.304291,0.284948,0.322845,0.398942,0.25763,0.597537,0.218323,0.36972,0.536041,0.704626,0.48597,0.480122
C1,0.649877,0.426972,0.837333,0.497951,0.705432,0.607473,0.677505,0.694225,0.62212,0.649877,0.677085,0.67949,0.439934,0.793274,0.766935,0.717739,0.664414,0.265617,0.346176,0.697691,0.223945,0.18183,0.095791,0.001368,0.006792,0.000709,0.663095,0.112482,0.663095,0.112482,0.401371,0.437142,0.469692,0.535126,0.570568,0.683011,0.547067,0.317371,0.399579,0.466049,0.718451,0.499321,0.383401,0.325796,0.286638,0.146125,0.305618,0.284948,0.323115,0.398955,0.258237,0.597537,0.218323,0.36972,0.534892,0.704626,0.484718,0.480122
C1,0.381998,0.655062,0.31831,0.247546,0.375165,0.244246,0.655496,0.663972,0.262531,0.381998,0.498615,0.432538,0.713447,0.281351,0.431451,0.257846,0.600596,0.209437,0.252331,0.367658,0.686632,0.436353,0.046703,0.000204,0.000531,0.000107,0.530069,0.051616,0.530069,0.051616,0.189207,0.249168,0.252904,0.396691,0.353615,0.363731,0.253091,0.205167,0.245992,0.201357,0.74145,0.287467,0.570563,0.285887,0.262332,0.34768,0.196003,0.18855,0.277981,0.613682,0.203377,0.402563,0.239293,0.427043,0.636892,0.582406,0.745966,0.668058
